ID,oil,gas
12214,2711.5075572467786,20160567.420267772
13086,214253.19813441494,160932681.55379614
18362,171800.5846646295,14921453.820260588
26865,101152.91873453643,12277529834.939562
25172,786252.0205058844,56566284.584156804
6244,111527.60921410724,52436511.08151572
4125,13208.899468208487,389868373.604059
29749,24143.990872826835,69024640.99069908
2678,155316.7022113355,153019513.52792692
8879,63917.205237667535,700537288.375516
5006,967649.682579807,453995585.9071033
18741,122541.16594120729,275118844.61963254
4448,429866.6930570369,478277246.08200675
29512,183651.95376514716,822853334.1559042
17601,53082.06055608317,301666764.7519283
20637,701910.9749097333,3628299956.3797264
23435,695147.1768142112,1787715405.846672
6712,747647.5327762874,2321609708.3039284
6267,181000.1038789963,734255552.559394
872,31977.258241203894,185377508.29494357
17466,52230.47298271089,191427720.25401855
14801,443940.5352730895,1924862517.7938173
27584,146298.47426232343,210256240.7371903
20765,216202.1164108334,71203926.58201745
24355,9015223.298600888,1484876073.1917884
26725,374034.34455760027,2375000531.780664
1023,161775.38779762344,412225725.1787774
25424,827287.693876378,2259102402.659563
24165,157177.77937596507,106730141.27139348
705,205178.4381468421,671039654.1834136
5604,112283.11070894754,3039796271.830623
16010,95864.95889280186,537129039.48589
12287,61256.23267926948,92858646.4829701
14241,12168005.27973403,2696721008.8808875
25358,6089.908816463669,135549708.16834196
14255,2098587.9653234105,227790217.6756608
9620,161961.39334356194,394964311.71354586
14187,1221409.0011694394,388542096.42893064
20300,506402.78946057166,72908326.21134457
17819,94883.52269807269,3067188.986772757
11911,332590.0092711836,22940535936.88157
5138,1246484.0942291426,1251891384.4136856
25758,363684.96997795824,387883480.1901126
29873,113573.41868674736,14710443.032941239
10263,96059.19644356771,1649223817.3267891
17439,184055.0651383712,271462021.93394023
19155,149637.84269834898,96522378.17103757
16148,1073505.271646453,643371557.8198867
19807,36923.72175917449,271994310.384107
11238,90877.47884027996,1884591263.5794575
27742,10901.360714086215,112782075.8886194
5814,17446.16893818992,313191887.6819867
11152,3498382.489187506,2901393752.9558992
10951,145464.63840401403,204192882.19737986
22474,511123.77470033074,277043664.0902833
22146,13661.118036237776,136953188.98739406
13577,364554.9843037442,27066844.943062153
25139,246052.5886865676,39094119.00509231
27247,158726.68943525202,85265190.99854985
21666,232587.02447095807,260260858.01912105
22828,12939.163745023743,143027485.23974326
26384,286828.84257192595,1481141611.406412
14214,481426.1825033447,378131091.89921206
25867,3131947.451957463,4272607442.806517
14919,160379.6405431554,877363966.3234711
21291,245745.6969934836,243475775.35675922
866,235643.88423836653,30230023.051265303
3222,2644473.033245531,334869685.66565454
16197,98968.89946689138,6598457055.734411
9392,7193390.693382991,1212348703.0540264
27377,190808.82441463004,2599909253.6502533
6602,1230592.9913770033,522361776.131069
16687,191250.1384160926,187484970.54949307
29383,2931.3238841881307,16191328.456739316
9192,206227.84887494336,139638878.144543
20629,888078.0756842437,88625394.76142868
8676,607782.7302162221,29893642.07020159
7175,52441.234144488786,776440917.7328566
6164,132883.57473137454,3444384916.5252557
8889,284951.21208302025,2132416037.9941766
16004,133172.9976622029,1051753904.8590891
23862,157499.66453086893,192530760.3476837
4405,221987.60212972554,231981276.07288396
9526,1055401.10453207,896675905.7005345
12215,299171.7775549542,339871588.27880454
21588,259798.52725443195,1316050152.142003
7554,689127.7348744269,463159055.38910186
7085,684619.6545574425,742142794.1023967
23707,86131.61676177377,3087522.5113630504
14886,1999859.4187462293,479833074.5238973
4639,48561.94539741085,1349385533.4297457
5391,981918.8762645439,951397464.2250202
14480,1876.107009242722,236562662.16669878
8742,225518.37730087747,68476335.13933851
2533,32007.516427782088,323258642.18680996
9226,404928.5413537029,4009849743.0150933
3697,471011.80706991296,2027382069.6770575
26088,426906.6883809908,539216981.5369906
27895,712410.0831505622,505278967.86937034
22974,22685.624615336194,1131018633.1403077
21950,4392.692029532613,14965296.29128374
21217,1010662.0831357215,442977166.7410827
16114,177309.99785874644,90786066.33929695
24378,271097.22688387474,919388311.1249032
29494,275944.1675874932,137363708.82093972
20712,685155.1371447662,1253289297.5568683
22589,693184.3863709792,4952801003.592156
23436,149991.75691170408,1681664690.6402621
928,1255165.6912408217,911380402.1170361
6885,1434455.3518744924,101679258.13063626
7100,421195.3332778097,540797451.911457
5456,56909.86037272825,156676187.36802593
9093,68284.37886378862,51771645.42289028
27304,568816.1985338285,912335037.6973983
23183,120693.2000764388,1565701186.34565
17919,539411.570433452,965482347.5878831
15873,38048.804190304596,383020186.7492018
9648,337074.6798674022,1043579237.909662
12477,66127.65579737173,48229707.06627381
19728,442386.3388972999,5143769798.466124
17181,142688.66667771057,92861654.06140138
3122,38157.35417017081,2282749956.2166495
9300,205149.60098849298,2173060818.417939
29294,100045.60048524562,159559514.50762606
5414,147006.73001978765,1481554921.6372013
4384,173663.0272154834,156125041.60518375
11188,238295.01616201803,346334722.5364123
19271,149601.16248432605,881913246.0115377
10949,3861.8425636981656,310703277.78783166
19417,303152.31865942077,447966116.5994688
10083,98667.75609235847,252670157.67802954
28739,113659.08929573484,4933225857.119848
26310,14048.394230607011,3989256852.929024
1411,4653371.245751466,1310132795.9205906
11450,857988.0422659435,320508955.49208355
29847,116845.35092835108,232456966.96961233
9309,185417.30375272917,2173060818.417939
22843,511471.1003821984,1598775427.42193
15244,150450.76629672534,683803857.9576026
5749,220989.11006273635,6386444098.661985
3510,632763.7218634131,3553270.157656952
14145,555915.4351262145,639716913.5019048
24140,98717.11621865592,336647017.65817875
29071,121070.80045010195,154310313.87191108
19264,6734.609866100642,187108346.73239696
21005,198213.001868138,475520166.259343
6944,268080.36105418944,375976538.87881494
14509,143826.21983673816,704891187.3526773
2764,241798.26522673556,919670177.6551346
15694,287909.63086526614,158506502.43816087
16413,484694.54164849693,239697637.9542003
13110,230627.5204846539,189869150.4555584
3068,1355169.538070833,285572122.1256083
19069,695662.3355377465,1274986136.2352116
27097,497268.3923783793,345912871.02984554
7049,362163.6560369413,53025495.80153853
4469,23477.316856726517,10555327.074388638
6325,569627.9059278531,441887407.3724923
11682,316044.1509483869,1028982653.0331684
22758,132709.2406402975,666407407.6993872
12670,38304.71394561136,3915758272.151756
14064,3162380.6846209634,826209156.5573817
20502,54805.66668429104,2878280025.602664
4903,254128.32098086702,171730488.02369258
13557,3558120.083092048,1849185547.2096205
9099,748896.2367606352,288118009.20117295
5843,566306.5734327198,140130363.8421848
15801,561578.9396661194,4737485609.279218
29935,494803.11181017203,1522832226.2992616
12617,74350.09901661721,343350932.447223
22165,336251.1351532415,286729237.0773039
8279,16359.035202319908,427419426.1724326
27894,1023560.6439366667,510090726.01036793
29883,152469.6005548619,346190640.82051843
9701,10457.208090581917,222737679.55940503
18185,458030.8618882619,191073801.30879286
28720,75061.27961779102,135710228.0619962
6531,163125.02203563935,261554219.52079108
5325,93131.94968995661,98610876.30697487
26051,2116597.471029147,152551157.73755783
6538,605975.7487587067,354781214.872844
9579,628563.6920317516,7746288076.39026
911,3807758.651445973,227312799.29210097
12167,484572.73986261385,151866436.4606995
491,77956.3910539206,39134036.49707504
20338,8090098.088662006,1847019181.0537899
23909,2291162.2293146835,272813034.01658934
16550,355281.63788433746,116931052.19297616
1388,597769.430491832,499645531.4672887
20639,399805.3893711417,2895601109.1029305
5859,418748.5290155814,1097403311.744716
17596,228402.19764751024,1457690422.0382946
6646,193743.3717348854,6157786788.654592
1698,3235081.1784504503,2393713518.016028
17756,141520.97729317666,94396051.63538806
3298,984004.0311639253,1484148582.259047
4972,28772.02786757808,35240389.377706826
15491,182979.8281685449,280726744.73971254
17133,108357.81204551541,174521019.15687567
10840,315110.1445737044,252953515.14673668
24531,659439.9282293606,597800980.7517263
24047,131557.170334794,3630381205.942612
18067,488949.94096482295,199085307.2544302
16470,155786.21948675642,1508907817.1536746
16867,926892.7332588657,1318811831.3558326
21609,94560.30702753265,16866796.48503172
25045,94963.57452087702,658705659.0515493
9489,10505098.367844155,1442224299.9544802
13630,225058.33283846368,328081644.5319633
21479,1169885.991956591,463959815.93834937
13494,2503846.5900018495,279143026.1471152
29157,362967.1590815458,347571840.2501255
12573,921179.3007261816,385764576.59398377
24580,108791.92402935837,763944341.8270543
27834,2558897.1639465857,700440329.7578025
11591,125589.95566765986,12373609.362430878
13685,683244.3591081529,146387373.47998047
1103,533609.3467174743,990775867.8585087
29602,51585.41583031942,561634852.1959342
11082,342560.71005995385,393215777.70141923
26936,101955.77458599361,1009454266.9120095
9134,1183243.5164745622,4518375140.478001
3922,229196.11074127004,64105944.77869307
21011,290364.33431335544,256336253.5989499
29720,178881.03992205593,54183618.91778459
14898,642473.0823861397,364963102.10635155
14944,751677.3280808335,2280878475.969361
11896,32154.352124342062,983245592.3946595
20804,510582.6212400313,357589226.0860314
6919,721658.5357272234,180472724.6418865
24633,78093.97077772151,197577393.91725656
1475,245349.73622124761,82537269.81687547
1731,1928437.0324428773,207951702.16717646
2540,756234.5675006656,39912444.68073557
27603,32914.913305275215,3763871079.1770244
23526,776727.9377291439,770448084.4792851
25087,253200.38352684226,11737407272.851284
5711,1141619.612771737,26877862.955116663
1981,123837.82180220031,94761884.04640089
23106,108913.56422596837,157802410.3849446
15393,391400.0390165421,1203577874.1311269
17624,741348.3878588788,184318037.72784063
2280,3637638.3039219277,535766427.28040165
22096,12573062.190438744,1754192214.4748216
25581,597012.7696560584,265897454.60516822
1109,853802.5690372573,1999489372.5621111
7212,2309101.3141085203,434611739.69555527
2718,75367.81333319683,194588706.16460887
25457,482928.8347671462,102049868.5811992
20027,212301.49007736746,37772077.4402447
11524,382168.09388217505,284951802.89902276
2932,468419.8192122944,461366142.4740837
16442,554215.3910317925,85533849.73802954
2508,366458.6869064306,46325611.7451275
8377,91404.7128490169,67106544.483236775
24185,511362.759635598,1009718564.876788
790,68676.9043215192,336588373.45554775
3820,335300.56561601005,138302085.75574106
26478,1048701.6139725258,1136600308.4037185
24237,166326.13576125895,33264268.375733443
11502,356022.1500660996,303273474.3928236
1834,3919249.9456217727,1072166153.1808246
25430,255069.53085803048,800014005.7986873
20044,4396097.735930862,791302800.1858693
6484,175394.15418011227,2268929609.8264933
16810,41416.6730553175,324115817.5880642
21893,269188.8858332762,67978188.07698484
1588,55438.37608061805,117321270.25547615
6250,1092576.6712501617,302652838.21882385
25339,7018.444443335559,987411546.0670469
15839,567672.18294402,1118768765.4535947
5128,78476.9769480727,7836573581.48721
26922,39051.888468663084,72123147.2441216
22798,26354.73332655138,586593.2605068979
23692,112473.18358629344,21186600.899593215
4093,301939.59680853283,39596760.8208981
27034,176068.12273684348,2242573429.589082
17900,147191.28551079443,156434295.68561444
16703,389154.82340374385,420047314.343016
25693,169472.58951889968,8027256124.658586
12455,90576.31959943062,65283615.809606515
20391,59062.058769174684,179188125.48546904
4569,43412.72732358575,2288548006.2236667
4343,196965.48007335904,991912175.4374311
26873,35411.1020391767,66751005.22619538
5784,879849.2149970927,2241372956.020186
7918,277554.014162582,1206906684.0976915
23211,3514778.0189290075,1901614341.1624095
4104,1036911.6176739889,90486227.45406
21601,243291.63081552138,175728315.43979985
29704,269514.10787068075,168066125.0866541
24789,131420.38215119488,1187064926.797998
5927,50850.22884203764,597930226.7731525
9682,61655.36588527042,813816111.8663497
8211,151591.66313979428,174629412.18338194
20444,35473.07514634832,12357730301.691822
29214,307571.97817106993,531093720.63489354
26406,354947.25686004333,277706807.66199946
3265,25663.392412211557,2273685993.929454
2388,425529.23766840686,382773486.68542206
2497,985642.8138301339,220610490.83673453
16270,51298.46429382411,406727408.1651281
11257,166426.92478781877,213255127.0331069
12681,235508.3357366925,872047577.4716108
4203,939020.7999037509,2819973.201726609
19670,468232.8184467936,612453058.5599321
15428,207177.71039104927,151121473.7531902
13544,34994.61817446146,157515197.42231384
5045,2792.7297112636847,693240741.271753
5186,8949.71005557301,2558756311.88321
26482,24196.05429450396,41375121.395409614
28417,693806.7838902775,693100693.5408573
28989,282432.6874898116,228777589.37502277
7581,183492.69308505417,1034665862.2545812
6483,60696.68625051424,1058843571.2904792
26474,848735.6540403183,1204431953.71025
21353,360496.8806467175,164807262.32991728
8409,7300374.566808995,1171475976.7419045
46,1345452.1781568236,606934892.1254251
15617,430777.00664132973,1857044277.4507968
18968,49841.69258391397,179172329.33394223
14305,350662.95948429155,2222329631.121682
10189,251671.3544392164,880961922.9815853
28999,50881.425733691736,193331136.84218606
29417,8205163.958864171,634815235.8698027
17383,6485643.063048923,1417097466.8560348
3579,400085.1912263606,133865474.28354785
27094,961831.5903810516,393645323.35483205
12283,269992.84406747355,604394484.5159485
17092,518152.2273979245,148011363.33396992
10202,910031.0418166295,358209658.9492582
29746,203081.0198278439,413009053.81738424
10465,154419.9265019125,116447691.6794837
26027,14701.649974563803,2806589761.86179
23066,385917.2698806958,212407784.99749494
25228,2321234.6694575814,256898866.6784309
17166,588187.2991223577,58601131.82788525
29722,132950.47630697387,153961231.36215132
243,44582.329893720744,8400659.824457526
29272,1346491.8969857502,26731174.225808218
24741,1607867.3250993986,1772110875.8090482
17116,684422.7723611438,6324468494.233276
11444,1598757.4769838424,308257314.1213932
22748,139740.5273340726,1730277729.1649978
4421,34193.96828944665,31315696.338715382
2950,139046.64933342367,288975763.24471664
24808,596092.4360974334,222936806.10894632
4028,73713.59342318136,85990616.8627883
24575,312204.165469392,453562048.1762586
1661,390646.0979814484,471132797.22603935
17957,315668.63469680725,367020813.8143928
24781,155596.9355780472,1187064926.797998
16993,1322749.2272114821,343461565.7533622
14687,172276.27128918597,36180820.21868688
20799,190094.9206290505,257839991.46864375
24646,1745068.620716482,168013796.42781132
15287,6499769.626237463,803124457.82917
10124,818392.9813249771,352291946.6129735
12228,504885.88596634427,2417045791.933143
7475,379928.4034469732,1282179675.490621
5804,397726.3511519314,120842344.2292842
3710,87880.09242423232,348852579.24836385
24102,41372.59178650301,1188769861.6492753
3031,754010.7564274815,111409673.42496769
1937,55578.835249084055,653667377.7111218
5453,139389.15375642767,293356773.88086563
7998,2950737.5418261923,673983802.5224813
25179,494509.0893874722,91485855.02520105
17775,196469.8912331563,253125684.1716468
29516,226618.61946812735,967303240.7435899
29658,167943.61331643208,1094925904.0673487
26453,197210.7080349505,372902422.5651799
21482,160659.67226413643,188007773.3480868
10855,2356427.6674530245,21972680900.85153
28234,20769.99747412075,1240406210.0719342
10039,597159.0579477301,1057820058.3220236
1282,434947.8044579827,1163094556.774046
15461,26465.77210553423,1001083652.5307468
4351,194957.68049282292,28110671.563429784
7647,3420073.690368426,269787003.74439913
26255,67085.04637448351,17174087.92178911
3843,113034.84965619985,222832236.1797283
21783,797179.2165272564,173084745.23843795
5824,38519.63383807298,1173534244.3880103
21130,215104.58449061154,1650693225.9509223
12590,11931.910941301356,206718620.73316163
5115,778487.8794784164,2057158941.9361007
13586,156767.69658282792,1515296189.486195
22560,21492.422711620216,3449018931.3113213
7573,106093.83887752848,85727568.24261047
17521,115147.71585696138,85472951.53820252
7613,68334.68437204964,469976723.95340097
11291,99112.70715634798,68455547.22679538
18426,327882.91429209564,11129243213.699825
19959,239938.61601177277,363217714.7095417
16556,322919.71185678744,547548544.0609456
12702,40360.22177352546,349111706.6608901
11061,1867988.5468039385,310955983.93394923
6145,138708.33903591367,221128293.03640455
11282,326038.3885724068,780824002.316269
4372,49786.29301673363,377882204.491272
9875,1533050.1047074085,2887816052.315336
19295,234515.11097538556,392493802.349783
25288,678644.153974417,10236693.21026884
23791,357058.09484900784,589846023.8132288
23667,61129.89626533934,1935503767.8824313
5282,70875.77328183773,4375810540.985763
5214,439060.94893125753,281363527.8773732
52,340953.0434292327,264122737.78299236
19355,1675037.2864791758,960509121.9512426
17444,71773.40012073965,8858303932.977474
3353,1102954.8395515752,389053117.87152904
24971,115238.98392909822,2607726802.0316796
25103,205929.58948551878,62291406.57726898
23334,1510174.2903911115,1445468965.5362744
18754,276465.8887992946,3019323.5642792145
26787,2938.689541512713,1445643165.5073466
14446,13867.699792937785,19025022.755735803
17319,891712.5145046194,544396717.5868444
19977,1278485.4449539792,1793399850.5620074
6788,482891.164991183,742682352.2974265
10008,33170.54025695781,2393427308.278133
1598,157272.245051244,152164964.46998575
21990,14613.904277307896,28118596.874939766
5727,1014096.6354552291,16363293.283841565
210,913605.9581113816,9957126.674480278
12011,1945.516208991598,108367395.24147286
23502,208387.87525794978,1234689306.117819
24459,436513.94580395095,323716336.22686285
19175,303706.9289542542,151888591.57954141
2140,36521.64382275607,173157546.1829068
4303,197461.01142830861,16508393.073917542
11453,97213.44133018752,114172849.17505883
14575,497253.26512173715,1240313351.441214
6395,3135770.477649704,201185043.45793787
10385,218941.05967938268,2517940755.3551984
22568,166475.21076229578,3925276019.6512904
14753,101348.78763956597,189521386.03473794
24075,440341.8075865571,99218404.04749657
17786,44238.790409377485,286575308.09311086
14403,252595.23334050688,3737815948.649491
501,153333.56672110353,42569655.68334145
23009,2785343.7501089675,8424128592.030031
16992,1838667.1335037479,348273323.89435965
12542,188456.29426566823,1251312332.60473
16418,454789.41193944,291359943.4587189
27950,409474.2467470531,10267887946.370243
17005,824727.6264892097,349369431.6407419
9987,957203.2589798989,592759488.370181
26914,8146.970933988232,185323137.27181986
16650,519501.56639780826,187585538.90261754
17927,367526.05858138966,330555563.1541333
8713,268277.69049300544,52301076.65033878
29123,146986.08714871385,16575249941.654411
19981,3446.3045844903845,5933065.025434656
10059,81245.97801507261,118956095.13213038
7451,3759186.8082250208,1343941969.827113
26456,511980.6798427158,1413510493.5203948
24407,96235.73982676405,228470238.6019905
9320,556201.8552671927,274157431.9725626
21368,1669439.90024587,1242251509.92299
4913,15093.724340735067,2806774385.7146225
19507,690774.0962371893,7215741.353482149
24240,204352.60910615817,2236054612.0506015
6223,566430.9712055686,1791087025.9010503
5236,3448770.446746054,1063699470.3335729
29731,2123868.54371218,10426837.860683898
18731,799702.1102955502,165040881.94567215
4120,10475.301084258406,348961817.92079467
29356,6697071.8621609295,1475551256.2593396
28915,1230183.4358693622,94430943.05403668
5657,716084.5428876318,862971069.9833574
3193,161355.23941251813,653586851.2735622
21290,29531.268244695726,63314063.488441825
24521,596682.4042879116,899680879.0196551
3162,200837.3855658732,460778828.4822494
11967,29736.331609138033,29140058.133942522
8941,113689.24173015733,2633680682.414997
11189,124714.9474178139,552249534.360487
26145,753612.4797375009,152385425.39358357
12917,676649.6287546828,1624319680.772993
1738,1411925.8141708013,117881096.42662749
14008,6086176.460197511,887139559.1065946
8618,37604.64040043806,95384620.68269823
13162,220993.19472896607,673378563.1160647
11315,320475.52282726637,486389525.6441872
9698,14783.39912588951,7004959.8320224425
20833,1221963.9574383,971637706.7601722
19472,463.4321174432325,53025268.92756142
13885,1166291.2098494938,153121300.28113684
10062,407584.9536050181,128202601.8878814
11913,182692.37100756625,21197005204.678165
29237,80569.49596001356,32391302.82907485
25239,233237.94233607923,2984471491.33916
29787,487403.4769636679,5296124.212445635
14897,286942.20324576757,381441135.08043027
9872,18555.978092670706,1558999381.8388846
19806,259760.76505733977,46825489.621488385
9401,190866.15050233723,418602960.01589435
6948,285337.05130386626,324250496.557711
24375,261524.95515440727,797171510.8992655
28008,204235.84827685496,318929197.07251143
12402,749117.4781728648,542329951.730593
7653,507381.6153835168,1299336262.3773265
28675,97854.02223866808,623160546.0827048
26387,325504.1248687226,1449037438.0938056
2960,490131.10762504203,332140489.60712975
6433,490675.75446503976,55603172.878081486
18724,1597061.5676293678,2338740345.384607
20282,229556.37632343065,283720521.97130877
7209,14987.009572657524,235915821.58245936
13315,624362.3695925951,649816428.104934
23588,4434426.174806298,854152657.6705029
3829,214238.24698996297,76499870.74740799
2842,23321.087057452343,836491818.197716
3053,153672.00960471743,155820183.49383357
6730,318460.8493513506,175484625.49253857
11511,743259.9448060008,391929483.1635022
13061,2561685.0702251885,726911395.4708781
17547,22253.122568444152,113430284.99252906
25747,410179.1393198677,355698668.1247295
12259,15377006.435089167,4303039762.1935215
9084,310326.5495805556,451739472.00468516
15053,78546.42135201457,814873818.007396
15030,2632792.688454403,563444558.8704649
11628,102779.73755823982,1060000641.7498659
17897,172718.46521099194,146818133.35966262
15838,652647.535817798,1687001782.2935107
27650,309554.04716598487,8047702331.125456
8658,25359.14610247396,391918939.4514678
3427,372204.43549273536,883595194.1504588
14004,5566681.099061395,609507770.649403
15737,65876.13079603472,2906950106.1824975
14835,95525.53575825365,1557984217.25779
26571,482419.72398872324,381113710.73231214
27448,248541.89907255277,328110962.0988492
20985,424197.5206170079,486419374.5779664
3172,1935773.740440661,108696917.06684722
25473,6227933.933900188,921465379.6663446
28653,18145.62036546159,9033395275.59699
9169,958455.7328751503,232427628.08994442
3929,216957.2154811872,365707692.2240352
16833,68863.31710216495,1581701792.3718722
6248,77832.41235220466,132454986.06133085
18597,163439.01426391423,1033108604.4924926
2061,1343081.563727364,430207488.3034197
2564,216447.1555028597,548086864.3242797
23786,20978.593993952698,183371219.33466738
14405,130816.58533970772,2787309976.794381
17246,91331.97360302765,103637374.7936946
29427,130745.45886925099,1788211665.7780998
23832,298213.76295386674,1403933964.5911093
1966,13210.252069826834,261137248.0198086
23090,426345.3001040477,1409792545.1328502
21313,307659.0243279412,648904554.0179305
5096,162518.6031976803,523744852.17706573
2900,54724.06205135743,858726530.8698647
1690,4496831.841030822,3091054597.507661
18521,33012.81293182561,532969784.6281884
4413,908619.80572931,34952973.156913444
506,102872.73417543256,64968158.59635651
2043,1328189.6573302387,419758358.29671323
19590,19304.098988053593,488001632.6029469
23167,2908720.497139727,943227974.4542072
16719,373690.44282230106,234162005.2455676
17495,343234.98728463287,1764179141.577469
11288,52876.4603399201,350614770.612842
6404,2505579.8553242804,468447383.450807
26638,12631.394567257648,88086955.53183681
24074,209956.08614291597,265813171.91329652
15420,709707.4449288442,443121474.54619694
6186,360852.610406401,391682872.9699813
21820,462609.8109536216,413788635.8694044
10643,86800.69845448202,254070786.85955447
18980,127220.87929265654,105326410.50705433
20317,2863584.786678338,800970271.5945063
26758,43929.92757792182,107243361.65601946
7786,832694.2702196938,897860625.1153581
20822,13687.796209057495,1569566998.858157
29038,253814.71702381535,91851066.9394661
13995,93559.1923989588,355971667.29320323
1569,54332.16405517982,514662778.2424761
23308,1128851.7925211443,5210915718.986868
24357,9341476.152620876,1486629978.346402
25310,717667.589153149,257392222.185579
16502,23305.752366279223,6038535768.749678
28697,2072253.9593565087,1016601507.5430946
13066,1573063.3004874154,534924703.99132526
11769,553056.944290734,191384538.93720526
22565,148774.71373742822,3648400314.8845124
9712,162526.37220076934,130003346.17477858
14874,852257.9837983113,98158673.55817375
6741,3579857.7700051432,774620257.7702557
13317,895473.6967737484,686732359.5585372
1266,226621.4376991072,220410930.37898877
12836,157490.30402540014,70474284.91671367
1302,139734.75549175916,954155271.2682251
25558,367399.14660447364,164899349.23445505
18040,226256.1786798294,3580611637.90215
26601,2526230.016294175,876356308.594025
1968,204393.19221245305,2978588.3673056215
19804,380287.36079874943,120754285.7111514
14244,13667491.026467409,3833428008.721937
3115,458928.4469009017,131778895.56160994
3639,315957.7833372532,264178901.85493517
1962,21148.14286316878,166780890.3358549
11925,2134310.09795958,124320522.95570675
22197,1030.2373050305564,438730545.4395544
6462,237973.75371564855,55283677.999647856
9443,393898.4165201575,226716463.51960298
1047,1748495.14529177,46407455.163470015
20888,191850.54650791475,150751143.27956957
17496,319055.45710381377,1689285058.6281035
11416,677306.1666251641,112811685.22156397
27809,158711.72495912563,972310964.0130328
22875,155502.83850714055,102540678.05883892
29851,1532934.5130330748,730689434.3717909
6388,3345575.274149101,726919121.9807973
1758,329583.2154545657,319597008.12219656
11433,127067.35701125658,114150587.70738994
29542,376024.2757759288,307685016.4476611
8731,2907366.2209504326,250017594.70421442
12398,450963.3431436069,21557147.03660378
22718,148580.1562630167,572259026.7191085
25465,1745439.7900431342,602940812.0926435
10821,3405439.9450413533,1277983901.608093
22200,20519.95985110951,96092448.32542306
17224,45541.11770375029,212715617.48189965
24930,171018.3398891185,299468577.9077775
6480,174695.59164385634,2333969258.1186905
14750,147892.1919936155,438602354.83595264
12920,391059.48645009636,788508714.8824946
9755,7439939.61224444,2017332466.00607
19885,91514.61388580017,1068670292.0482394
27811,356170.16920646885,210803077.82988825
22869,964784.4855694696,1856698906.5062582
15602,303947.3440726196,880220547.1993593
13581,194532.49098573378,1638542693.9232473
21552,225174.69044835938,300989199.874896
29949,1759624.649966508,1771968328.591416
6757,1229507.7514293997,551470142.5020626
2754,58160.04013833505,83064586.39600113
16429,96497.63441859535,81973925.91492938
7420,85342.55429504377,482143738.6147538
980,66232.48168164716,1065781319.762558
26018,1288593.5709032412,1204543604.3998523
18403,35319.294127779176,438419715.21844727
8634,24144.144933146414,2628455303.797326
334,308548.89958677464,240046674.44944218
14727,549415.978771592,236792876.2563084
17541,489184.87122906535,411672189.2974828
25822,1054628.6832656048,70521688.00184159
21961,26688.348505013917,15964214.511134205
23662,305400.6285170054,2460809128.997661
8639,11296.337938223374,2242821889.817264
28031,230937.84258779822,871241419.0493431
22650,3308519.528323154,1113677553.0177262
14763,232054.09557223218,204931509.43223977
9266,305598.7053805211,380943393.63457435
10714,693041.9417425664,219431755.98968095
4347,31849.450522568375,911221372.1563468
23143,218885.13758184703,4292608964.44401
19261,12045.24850377683,129703315.96097046
22713,17891.45059126268,279323419.4422805
274,319565.0483141685,394940915.33927864
10365,776073.867537811,515376526.8159856
12119,57952.69167085361,1116551786.7510726
5523,581730.3504472893,636430953.7653192
25274,47961.334726118745,449847027.2644638
28855,2197.967210535704,1124045575.7855618
10727,749291.5126526698,513146008.8849115
17265,80895.17717837804,125978115.00491707
22543,153701.496485964,72302779.27945657
5472,237040.23082940755,238300577.1173156
18598,129240.09347399927,848236232.4099866
21090,26957.62354643174,2812797327.824566
12406,724466.1493153123,533664418.4893833
17068,1427218.0558696832,405404634.7401058
20311,1152774.297276078,135281384.25370765
20018,423191.13007416413,875078161.5158415
4991,1557186.180167922,175838520.45150122
1396,1225191.6263032225,495687052.9379784
12432,16450.66405464629,23561045.88406157
15277,298589.54790092376,81048573.05387568
11333,62173.243510455,259541708.53797972
17219,736997.0125877316,3175913501.8070583
21504,330979.2364522375,829671981.9011995
20820,188849.26428971018,54749488.9587699
6070,180291.41142490067,63207441.884613104
9061,554599.479098869,83026351.67303516
657,274167.8753754702,800991345.7697579
8505,78874.85780765465,2934563765.9312625
28814,1263852.4471999323,553005553.4930209
6902,141858.48969291893,149167050.09222803
24418,309964.57675061206,172724728.7465643
1434,269970.31404929457,560708291.6797326
18124,263052.35605961713,81572862.64913799
8863,117246.04628056349,409468614.21416056
6128,24048.030014017713,81793285.36930706
29893,484044.4672354872,390435636.51784235
943,418276.54879276303,541748472.4359763
7486,76855.47247010043,18995723930.62472
3928,57019.92702784683,34943416.564731844
9384,595751.8933154657,1190967261.4105494
11191,297735.14421846776,192030102.59911546
19311,2918494.39212476,448428840.03678876
20156,147347.32849716165,2731035498.9928164
29672,392982.76538975094,81410985.26517771
26394,208780.0202778803,170256515.68060023
17795,472596.50759673107,3361527051.7368274
5221,282584.8538967899,4115556998.1509614
11717,726547.6918883293,449589913.8403586
20627,797802.3487748372,19005730.565567918
3578,62866.05975745604,122687126.11428316
8528,1111586.6559498894,1305687295.3955882
13309,317238.7427245537,74382680.57697463
21922,214169.99112002176,419015822.6466147
905,33919.545455602914,245512240.22548783
7840,304156.8730420181,442423905.04368687
2617,131029.4396843193,4597252761.164411
24336,6501247.603176965,1134107514.7682757
6951,419169.85681570997,555214008.1724522
11403,276866.079269791,129796835.33237377
8969,105717.33692288892,143123197.93853763
21484,962441.7712943396,217930818.26112914
11581,115404.63602736787,690333169.8570997
21887,317389.40405774175,160774412.38480964
9926,160702.97565323274,153873533.8622256
18790,182648.86025734895,2449712268.7948403
3058,205565.8773894195,171716572.53590134
